Movie,Production Budget,Worldwide Gross
Happy Death Day 2U,9000000,64686515
Midsommar,9000000,46843430
Sicko,9000000,36535837
Black or White,9000000,21971021
Down to You,9000000,20035310
Harold & Kumar Go to White Castle,9000000,19474552
The Contender,9000000,17804273
Boiler Room,9000000,28773637
Black Christmas,9000000,16235738
The Edge of Seventeen,9000000,19096003
Jackie,9000000,36588512
The Ice Pirates,9000000,13075390
Breakin' All the Rules,9000000,12512317
Glee: The 3D Concert Movie,9000000,17462398
Henry V,9000000,10176701
Come Play,9000000,10728226
Loving,9000000,12898064
The Savages,9000000,10642023
Chasing Papi,9000000,12657377
The Way of the Gun,9000000,13061935
The Sun is Also a Star,9000000,5680796
Hamlet 2,9000000,4934104
Hamlet 2,9000000,4934104
Igby Goes Down,9000000,5512151
PCU,9000000,4333569
The Ultimate Gift,9000000,3438735
Beautiful,9000000,3134509
Gracie,9000000,3922043
The Sapphires,9000000,20395040
Greater,9000000,2000093
Destroyer,9000000,3703064
Trust the Man,9000000,2548378
Undiscovered,9000000,1069318
Velvet Goldmine,9000000,4313644
Princess Kaiulani,9000000,883887
The Legend of Suriyothai,9000000,461581
Due occhi diabolici,9000000,349618
Dheepan,9000000,7704357
La fille du RER,9000000,208163
All or Nothing,9000000,184255
Red Riding: The Year of Our Lord 1974,9000000,148826
Flammen og Citronen,9000000,1635241
Leaves of Grass,9000000,85527
Opal Dream,9000000,14443
Skin Trade,9000000,1242
Les gamins,9000000,15660664
Beneath Hill 60,9000000,3440939
Veronika Decides to Die,9000000,2243
Barbarella,9000000,0
A Haunting in Connecticut 2: The Ghosts of Georgia,9000000,0
Polisse,8900000,22744132
Heist,8900000,3324131
Ultramarines,8900000,0
Crocodile Dundee,8800000,328203506
Dofus - Livre 1: Julith,8800000,624747
The I Inside,8800000,0
Awake,8600000,32968648
Marriage Story,8600000,320349
All the Presidentâs Men,8500000,51048435
Manchester by the Sea,8500000,77733867
Crazy Heart,8500000,47417251
Star Wars: The Clone Wars,8500000,68695443
The DUFF,8500000,43528634
Nightcrawler,8500000,50334418
The Lost Boys,8500000,32396366
Dragon Ball Super: Broly,8500000,122747755
The Rose,8500000,29200000
Baggage Claim,8500000,22885836
Middle School: The Worst Years of My Life,8500000,23311293
Haakon Haakonsen,8500000,15024232
Election,8500000,17202854
The Namesake,8500000,20288774
All is Lost,8500000,10386814
Club Dread,8500000,7573551
Bright Star,8500000,17220091
Glitter,8500000,4273372
The Rover,8500000,3180252
Silmido,8500000,30298347
Repo! The Genetic Opera,8500000,198883
Posledniy bogatyr,8500000,30700192
A.C.O.R.N.S.: Operation Crackdown,8500000,1353287
My Name is Khan,8470000,42355526
Namastey London,8400000,6831069
Yeh Jawaani Hai Deewani,8300000,50827466
Limbo,8300000,2598224
The Wind That Shakes the Barley,8300000,25670174
The City of Your Final Destination,8300000,1353296
Kurtlar vadisi - Irak,8300000,24906717
Quo Vadis?,8250000,30028983
The Sound of Music,8200000,286214195
Footloose,8200000,80007954
Neuilly Sa MÃ¨re,8200000,19637575
Pulp Fiction,8000000,212894846
The Karate Kid,8000000,90857623
The Muppet Movie,8000000,76657000
Splash,8000000,62599495
Little Miss Sunshine,8000000,100642353
Easy A,8000000,76200721
Stand by Me,8000000,52287766
28 Days Laterâ¦,8000000,82955633
Escape from Alcatraz,8000000,43000000
You Got Served,8000000,50811858
The Intruder,8000000,40597401
50/50,8000000,41334735
A Thin Line Between Love & Hate,8000000,34873513
A Walk in the Woods,8000000,37119358
Brown Sugar,8000000,28315272
Howards End,8000000,26342441
That Awkward Moment,8000000,53068955
Shutter,8000000,47782426
Modern Problems,8000000,24474312
On Her Majesty's Secret Service,8000000,82000000
Much Ado About Nothing,8000000,22549338
The Player,8000000,28876702
Creepshow,8000000,20036244
Akeelah and the Bee,8000000,18959424
Wes Craven's New Nightmare,8000000,18090181
Drive Me Crazy,8000000,22591451
Enough Said,8000000,25621449
Half Baked,8000000,17394881
New in Town,8000000,29937909
Begin Again,8000000,67755598
American Psycho,8000000,34270285
American Psycho,8000000,34270285
See No Evil,8000000,18828036
The Good Girl,8000000,16585503
"Bon Cop, Bad Cop",8000000,12740705
The Boondock Saints 2: All Saints Day,8000000,10629320
Prom,8000000,10763183
The Inkwell,8000000,8864699
Shadow of the Vampire,8000000,8279017
Me and Earl and the Dying Girl,8000000,9266180
It's Kind of a Funny Story,8000000,6632950
Under Fire,8000000,5696391
The Pallbearer,8000000,5656388
Woman on Top,8000000,10192613
Held Up,8000000,4714090
Morgan,8000000,7298786
Anomalisa,8000000,5706168
CachÃ©,8000000,19891331
Another Year,8000000,20005613
8 femmes,8000000,42376425
Showdown in Little Tokyo,8000000,2275557
Clay Pigeons,8000000,2256606
Le passÃ©,8000000,15752575
Lean on Pete,8000000,2455027
Made in Dagenham,8000000,15644196
And When Did You Last See Your Father?,8000000,2476491
Cut Throat City,8000000,864797
El Chicano,8000000,700261
The Secret of Kells,8000000,3582797
Mr. Church,8000000,685780
Prefontaine,8000000,590817
The Wicked Lady,8000000,589308
Down in the Valley,8000000,973443
Brooklyn Rules,8000000,458232
Seberg,8000000,852102
The Singing Detective,8000000,524747
Ma vie de Courgette,8000000,10245743
Fido,8000000,456814
London Fields,8000000,433732
Restless,8000000,2772511
The Land Girls,8000000,146083
The Wendell Baker Story,8000000,127188
Wild Target,8000000,5314194
Pathology,8000000,3270974
Wuthering Heights,8000000,2721534
A Street Cat Named Bob,8000000,17382693
10th & Wolf,8000000,143782
Aloft,8000000,531139
Fireflies in the Garden,8000000,3587191
Dear Wendy,8000000,446438
Akira,8000000,1966528
Welcome to Dongmakgol,8000000,48000000
Feichang Xingyun,8000000,21970000
"Don Gato, el inicio de la pandilla",8000000,4604656
The Death and Life of Bobby Z,8000000,414617
Backstabbing For Beginners,8000000,343773
The Report,8000000,242788
Swelter,8000000,44197
Maurice Richard,8000000,0
Teen Beach Movie,8000000,0
Green Street Hooligans: Underground,8000000,0
Christmas in Beverly Hills,8000000,0
Code of Honor,8000000,0
Burn Your Maps,8000000,0
Imagine Me & You,7900000,3129471
Swimming Pool,7800000,24021282
Dvizhenie Vverkh,7800000,61925449
"Loulou, lâincroyable secret",7793000,12196
The Blood of Heroes,7700000,882290
Loin des hommes,7700000,1080428
Driving Miss Daisy,7500000,106593296
Soul Food,7500000,43492389
(500) Days of Summer,7500000,34308515
Rumble in the Bronx,7500000,36238752
Thank You For Smoking,7500000,40016662
Hostel: Part II,7500000,33606409
An Education,7500000,29652736
Extract,7500000,10849158
Narc,7500000,11843260
Shopgirl,7500000,11758418
The Hotel New Hampshire,7500000,5142858
Men with Brooms,7500000,4239767
Witless Protection,7500000,4151836
The Work and the Glory,7500000,3347647
Albert Nobbs,7500000,8539003
The Neon Demon,7500000,3559803
Masked and Anonymous,7500000,555335
Borg vs McEnroe,7500000,8824873
Betty Fisher et autres histoires,7500000,206400
Code 46,7500000,1788324
Black November,7500000,38354
The Hole,7500000,10834406
Outside Bet,7500000,13524
Kirikou Et Les Hommes Et Les Femmes,7500000,17
Pound of Flesh,7500000,0
The Bye Bye Man,7400000,31187727
Ta Ra Rum Pum,7400000,9443864
Crash,7303082,101173038
Persepolis,7300000,25397187
Harry Brown,7300000,12023606
Die Welle,7250000,35122948
Diamonds Are Forever,7200000,115999985
Diamonds Are Forever,7200000,115999985
The Omega Code,7200000,12678312
3,7200000,295492
Juno,7000000,231450102
The Godfather,7000000,268500000
Magic Mike,7000000,170549753
Flashdance,7000000,201463574
I Can Only Imagine,7000000,85783567
Earthquake,7000000,79700000
